iter	Logloss
223	0.01832282674
224	0.01821668511
225	0.01812313794
226	0.01806181624
227	0.01799343143
228	0.01791180018
229	0.01779736993
230	0.01770867172
231	0.0176092289
232	0.01750836502
233	0.01744148471
234	0.01733554963
235	0.01715974151
236	0.0170810475
237	0.01696312543
238	0.016915306
239	0.0168357924
240	0.01674972895
241	0.0166653783
242	0.01660518488
243	0.01652473218
244	0.01644836147
245	0.01635144722
246	0.01624202674
247	0.01616900236
248	0.01607251185
249	0.01597763807
250	0.0158524408
251	0.01577412464
252	0.01572071543
253	0.015634412
254	0.01561282416
255	0.01556978043
256	0.01547799333
257	0.01540383717
258	0.01535816967
259	0.01529983958
260	0.01529447155
261	0.01529155407
262	0.01524004171
263	0.0151252484
264	0.01502751352
265	0.01491575505
266	0.01481939977
267	0.0147772434
268	0.01467147247
269	0.01456861658
270	0.01453869219
271	0.01444844344
272	0.01438218895
273	0.01431251683
274	0.01426711338
275	0.01421552514
276	0.01411480968
277	0.01408782161
278	0.01405194262
279	0.01398594684
280	0.01395450985
281	0.01383741144
282	0.01374851207
283	0.01372362962
284	0.01369503687
285	0.01367399651
286	0.01364716022
287	0.01363226602
288	0.01356786582
289	0.01353179004
290	0.01350421928
291	0.01341724918
292	0.01337304781
293	0.01334648866
294	0.01331566708
295	0.01329366423
296	0.0132746149
297	0.01322478353
298	0.01315791552
299	0.01310980242
300	0.0130494802
301	0.01303479604
302	0.01299839104
303	0.01295063938
304	0.0129091771
305	0.01287335815
306	0.01286965432
307	0.01283442091
308	0.01280741209
309	0.01275359514
310	0.01271165998
311	0.01267019379
312	0.01263522947
313	0.01259990857
314	0.01253000006
315	0.012503809
316	0.01247246042
317	0.01240213246
318	0.01236763441
319	0.01232640875
320	0.01229347194
321	0.01220546262
322	0.01214881446
323	0.01213095462
324	0.01206991997
325	0.01201083859
326	0.01194080337
327	0.01187426532
328	0.01181919996
329	0.01180976158
330	0.01178725034
331	0.01171566232
332	0.01168620774
333	0.01163623515
334	0.01159891817
335	0.01158404693
336	0.01152317256
337	0.01151398162
338	0.0114588149
339	0.01141044516
340	0.01136141921
341	0.01131863493
342	0.01126556831
343	0.01119969252
344	0.01115096278
345	0.01112542348
346	0.01109262925
347	0.01106075785
348	0.01101531485
349	0.01097064282
350	0.01096006924
351	0.01090777047
352	0.01085006661
353	0.01082239305
354	0.01079731776
355	0.01077864137
356	0.01074354463
357	0.01072804047
358	0.01067444224
359	0.01065531943
360	0.01061594229
361	0.01058472757
362	0.01058245197
363	0.0105765462
364	0.01051017383
365	0.01048495204
366	0.01048395617
367	0.0104484239
368	0.0104145386
369	0.01038128718
370	0.01038031419
371	0.01034006597
372	0.01030878179
373	0.01023931086
374	0.01021247443
375	0.01015221882
376	0.01011180358
377	0.01006910452
378	0.01002084954
379	0.009997264483
380	0.009995189471
381	0.009963167639
382	0.009903744114
383	0.009877435309
384	0.009848949419
385	0.00982500079
386	0.009775194438
387	0.009747556951
388	0.009719100511
389	0.009657532021
390	0.009602195296
391	0.009565903394
392	0.009543950221
393	0.009510764351
394	0.009481930238
395	0.00944070366
396	0.00939284009
397	0.00937697749
398	0.009323388489
399	0.009322290141
400	0.009317576339
401	0.009297673058
402	0.009276296882
403	0.009248134651
404	0.009205539479
405	0.009171510047
406	0.009151122755
407	0.009108064823
408	0.009083695708
409	0.009033865405
410	0.009010608487
411	0.008991773259
412	0.008967235393
413	0.008955274181
414	0.008932551647
415	0.008908767016
416	0.008876003208
417	0.008845338122
418	0.008826787017
419	0.00882605313
420	0.008812240911
421	0.008783616403
422	0.008782322949
423	0.008763790858
424	0.008738823571
425	0.008738136226
426	0.008736478255
427	0.00868935661
428	0.008648802131
429	0.008605518187
430	0.008579405818
431	0.008556279648
432	0.0085549195
433	0.008531345402
434	0.008503047446
435	0.008472875101
436	0.00845513993
437	0.008436398439
438	0.008435805272
439	0.008419056906
440	0.008390541256
441	0.008388614473
442	0.008387047443
443	0.00836336107
444	0.008342641745
445	0.008323451776
446	0.008293707108
447	0.008265400831
448	0.008248026108
449	0.00823314971
450	0.008207828435
451	0.008185244263
452	0.008162989662
453	0.008134468736
454	0.008092840472
455	0.008077399801
456	0.008048642577
457	0.008029640853
458	0.008027733485
459	0.008013582661
460	0.008003225928
461	0.007989442227
462	0.007949621968
463	0.007910409142
464	0.00787254785
465	0.00785092337
466	0.007828067108
467	0.007805512813
468	0.007785427325
469	0.007765874635
470	0.007731943859
471	0.007712641485
472	0.007704181381
473	0.007685352552
474	0.007657452449
475	0.007644798678
476	0.007634788113
477	0.007613097851
478	0.007587778663
479	0.007585056513
480	0.007583530659
481	0.007559961838
482	0.007545907791
483	0.007543630587
484	0.007518515886
485	0.007517450797
486	0.007492712974
487	0.007467773662
488	0.00746662636
489	0.007442835753
490	0.007430202177
491	0.007410604877
492	0.007409626952
493	0.007409230082
494	0.007401712958
495	0.007378336404
496	0.007352388268
497	0.007352002966
498	0.007317255079
499	0.007316542216
500	0.00731576097
501	0.007295935134
502	0.007282843618
503	0.007248705831
504	0.007230133603
505	0.007216541336
506	0.00720399492
507	0.007196916394
508	0.007167017337
509	0.007150615118
510	0.007138495664
511	0.007134817366
512	0.007118361989
513	0.007093538153
514	0.007081859999
515	0.007068346213
516	0.007044398232
517	0.007011896224
518	0.007003434635
519	0.006983137382
520	0.006964957715
521	0.006948037038
522	0.006918009132
523	0.006916391433
524	0.006893317384
525	0.006851471115
526	0.006823017046
527	0.006816184867
528	0.006788697876
529	0.006760251535
530	0.006745852051
531	0.006706859888
532	0.006680690997
533	0.006658837574
534	0.006652667746
535	0.006626863408
536	0.006600809547
537	0.006576424815
538	0.006563548629
539	0.006538480345
540	0.00651438572
541	0.006495322234
542	0.006460103234
543	0.00644663064
544	0.006433907764
545	0.006421444806
546	0.006387509323
547	0.0063760165
548	0.006360098493
549	0.006342083371
550	0.006322644301
551	0.006310307543
552	0.006298423745
553	0.006283442404
554	0.006271935627
555	0.006249462467
556	0.006237697197
557	0.006217185831
558	0.006185321868
559	0.006158106827
560	0.006138039993
561	0.006107542781
562	0.006095000577
563	0.006074150514
564	0.006064601073
565	0.006063757743
566	0.006052830236
567	0.006038224431
568	0.006027716721
569	0.00601404395
570	0.006008898544
571	0.005991650895
572	0.005981611808
573	0.00597877566
574	0.005964799961
575	0.005939483554
576	0.005928693827
577	0.005918312827
578	0.005908033181
579	0.00588376589
580	0.005874154248
581	0.005856841334
582	0.005839492101
583	0.005822720806
584	0.005797682137
585	0.005784944708
586	0.005771319043
587	0.005749812473
588	0.005735330437
589	0.005719522845
590	0.005706920896
591	0.00568654859
592	0.005677345249
593	0.005658664592
594	0.00564475863
595	0.005633301851
596	0.005621086522
597	0.005607596809
598	0.005594448212
599	0.005572239404
600	0.005560414318
601	0.005540176979
602	0.005519780632
603	0.00551465482
604	0.005503581646
605	0.005492744081
606	0.005481131261
607	0.005465528196
608	0.00545502134
609	0.005443452521
610	0.005434962724
611	0.005424195383
612	0.005404887431
613	0.005394695898
614	0.005387306593
615	0.005368162571
616	0.005358232042
617	0.005347882985
618	0.005336469389
619	0.005311118831
620	0.005295430161
621	0.005277330275
622	0.005267024017
623	0.005246570299
624	0.005225027699
625	0.005215449005
626	0.005202570714
627	0.005186177619
628	0.005171270412
629	0.005147291546
630	0.005136764205
631	0.005126431603
632	0.005109080394
633	0.005100006383
634	0.005086420754
635	0.005077598069
636	0.005062068552
637	0.005047910562
638	0.005025113164
639	0.005017321106
640	0.005016748689
641	0.005007250924
642	0.004999873952
643	0.004990073795
644	0.004978916911
645	0.004965312282
646	0.004943481598
647	0.004934382116
648	0.004923692287
649	0.004914784496
650	0.004900050848
651	0.004881940258
652	0.004868090868
653	0.004850579107
654	0.004842019162
655	0.004835103679
656	0.004826491244
657	0.004814255693
658	0.004792215476
659	0.004770837051
660	0.00475587703
661	0.004735178619
662	0.004722442773
663	0.00470936132
664	0.004699541077
665	0.004682073749
666	0.004664793639
667	0.004651384669
668	0.004634094593
669	0.004617412124
670	0.004601151278
671	0.004581557196
672	0.004565746898
673	0.0045589318
674	0.004539865103
675	0.004526133857
676	0.004512654801
677	0.00449433251
678	0.004479058251
679	0.004461223269
680	0.004458167136
681	0.00444523127
682	0.004427968476
683	0.004412410376
684	0.004399317405
685	0.004382034153
686	0.004365618733
687	0.004358944214
688	0.004343989766
689	0.004329640751
690	0.004312595362
691	0.004300529517
692	0.004286255967
693	0.004272838519
694	0.004260034401
695	0.004245171549
696	0.00423752006
697	0.004231120219
698	0.004224887184
699	0.004213551313
700	0.004196490155
701	0.004182456994
702	0.004168620332
703	0.004155087967
704	0.004141897888
705	0.00413339801
706	0.004119468262
707	0.004110740468
708	0.004104788067
709	0.004092294464
710	0.004080149781
711	0.004074387083
712	0.004064997554
713	0.00405237149
714	0.004046519652
715	0.004040962554
716	0.004029431265
717	0.004019325827
718	0.004014271129
719	0.004008837749
720	0.004003518943
721	0.003991412031
722	0.003984737505
723	0.003976952323
724	0.00396518156
725	0.003963530909
726	0.003951590939
727	0.003940349383
728	0.003926194636
729	0.003912350977
730	0.003900994073
731	0.003893950334
732	0.003882828333
733	0.003878233965
734	0.003868147374
735	0.003858407816
736	0.003853127788
737	0.003848101077
738	0.003842838833
739	0.003832078305
740	0.003827670583
741	0.00381464767
742	0.003809765008
743	0.003804719141
744	0.003795669111
745	0.003794093816
746	0.003789079839
747	0.003780709468
748	0.003770723183
749	0.003766055549
750	0.003764467746
751	0.003759615753
752	0.003748380968
753	0.003740361582
754	0.00373460623
755	0.003733475942
756	0.003729133926
757	0.003722834802
758	0.003715142652
759	0.003710474958
760	0.003705226085
761	0.003697428347
762	0.003686755798
763	0.003674927468
764	0.003668693189
765	0.003661251025
766	0.003655110071
767	0.003645741392
768	0.003638514147
769	0.003627272688
770	0.00361629645
771	0.003606660313
772	0.003601114079
773	0.003588252667
774	0.003583058237
775	0.003577701611
776	0.00356522078
777	0.003558304551
778	0.003553095931
779	0.003545809325
780	0.003534519005
781	0.003524512706
782	0.003520187833
783	0.003515014096
784	0.003502974035
785	0.003493321385
786	0.003484585364
787	0.003474349096
788	0.003470747061
789	0.00345921646
790	0.003449470146
791	0.003436783805
792	0.00342644948
793	0.003421908569
794	0.003417822914
795	0.003412944397
796	0.003408835546
797	0.00340100951
798	0.003392808338
799	0.003383036903
800	0.003373168274
801	0.003363286504
802	0.003359314811
803	0.003352012221
804	0.003342782789
805	0.003333752237
806	0.003324915616
807	0.003315600079
808	0.00331114372
809	0.00330444568
810	0.003292651816
811	0.00328538734
812	0.003282668859
813	0.003278790686
814	0.003267301468
815	0.003257477069
816	0.003246300073
817	0.003243738752
818	0.003237499632
819	0.003233708068
820	0.003233374474
821	0.003229668416
822	0.003223299137
823	0.003215205371
824	0.003206401382
825	0.003203214468
826	0.003199638544
827	0.00319174919
828	0.003185786935
829	0.003180321497
830	0.003175436518
831	0.003168751718
832	0.00316304242
833	0.003155840098
834	0.003151379667
835	0.003147873032
836	0.003142381207
837	0.003138984114
838	0.003131519299
839	0.003122512927
840	0.003118521276
841	0.00311132609
842	0.003102263557
843	0.003102072135
844	0.003101934829
845	0.003098603745
846	0.003094332288
847	0.003090984478
848	0.003086035227
849	0.003079809405
850	0.003071294975
851	0.003066560617
852	0.003061701715
853	0.003057629168
854	0.003049603934
855	0.003044674589
856	0.003039462108
857	0.003030871804
858	0.003023144206
859	0.003015615889
860	0.003009101473
861	0.003005512736
862	0.003000522996
863	0.002996977871
864	0.002991176515
865	0.002990898371
866	0.002985498435
867	0.002980208624
868	0.002976765061
869	0.002972698524
870	0.002967276287
871	0.002961903078
872	0.002961640934
873	0.002954347696
874	0.002947550544
875	0.002944358114
876	0.002940408215
877	0.002936046276
878	0.002929245422
879	0.00292401384
880	0.00292337629
881	0.002916384145
882	0.002911433719
883	0.002904314923
884	0.00289597051
885	0.002895802265
886	0.002888337567
887	0.00288359225
888	0.002875965772
889	0.00286940903
890	0.002862162554
891	0.002852949778
892	0.00284582038
893	0.002845703263
894	0.002838672236
895	0.00283855648
896	0.002838266272
897	0.002838109622
898	0.002837955301
899	0.002831065619
900	0.002826731889
901	0.002820737884
902	0.002812845025
903	0.002805103292
904	0.002804947547
905	0.002804835143
906	0.002804543027
907	0.002796040228
908	0.002791401493
909	0.002783083949
910	0.002774926863
911	0.002774768057
912	0.002774605158
913	0.00277432437
914	0.002774166302
915	0.002769663082
916	0.002769524304
917	0.002765353251
918	0.002757277684
919	0.002757141745
920	0.002752753033
921	0.002746669886
922	0.002739198532
923	0.00273126545
924	0.002726751898
925	0.002725330956
926	0.002725184017
927	0.002721189829
928	0.002713412956
929	0.002713156306
930	0.002713012875
931	0.002705381338
932	0.002703444434
933	0.002699569061
934	0.002699468819
935	0.002695301128
936	0.002695176779
937	0.002688878412
938	0.002688717597
939	0.002688580237
940	0.002681117875
941	0.002681014719
942	0.002676939097
943	0.002671188702
944	0.00266727384
945	0.002663281143
946	0.002659505633
947	0.002656776179
948	0.002652971813
949	0.002649099382
950	0.002645507736
951	0.002637985707
952	0.002634480656
953	0.002634350083
954	0.002630750788
955	0.002627157461
956	0.002623791095
957	0.00262366284
958	0.002617792289
959	0.002617588486
960	0.002614147601
961	0.00260829118
962	0.002608178686
963	0.002604493974
964	0.002601269065
965	0.002595692116
966	0.002590233993
967	0.002586693848
968	0.002583964036
969	0.002578612901
970	0.002573032448
971	0.002569821535
972	0.002565970348
973	0.002562433703
974	0.002559794018
975	0.002556030801
976	0.002552524908
977	0.002548849749
978	0.002545852238
979	0.002540539723
980	0.002537132877
981	0.002534633274
982	0.002531070327
983	0.00252329094
984	0.002519505558
985	0.002517031112
986	0.002513300976
987	0.00250827643
988	0.002505602268
989	0.002502289246
990	0.002497243102
991	0.002494824723
992	0.002491994845
993	0.002489331906
994	0.002485113832
995	0.002482797691
996	0.002479143269
997	0.002475586933
998	0.002471933569
999	0.002468379186
